c2,s,BandGap1,BandGap2,BandGap3,BandGap4,BandGap5,BandGap6,BandGap7
3.3,0.04,0.29262,0.57302,0.82937,1.0547,1.2418,1.3904,1.4972
3.45,0.04,0.30979,0.60625,0.87656,1.1133,1.3089,1.4632,1.5732
3.6,0.04,0.32669,0.63891,0.92287,1.1707,1.3745,1.5343,1.6473
3.75,0.04,0.34332,0.67103,0.96834,1.2269,1.4386,1.6038,1.7195
3.9,0.04,0.35969,0.70261,1.013,1.2821,1.5014,1.6716,1.79
4.05,0.04,0.3758,0.73367,1.0568,1.3361,1.5629,1.738,1.8589
4.2,0.04,0.39167,0.76422,1.0999,1.3892,1.6231,1.8029,1.9261
4.35,0.04,0.40729,0.79428,1.1423,1.4413,1.6822,1.8665,1.9919
4.5,0.04,0.42267,0.82387,1.1839,1.4924,1.7401,1.9288,2.0563
4.65,0.04,0.43783,0.853,1.2249,1.5427,1.7969,1.9898,2.1194
4.8,0.04,0.45276,0.88169,1.2652,1.5921,1.8527,2.0497,2.1812
4.95,0.04,0.46748,0.90994,1.3048,1.6406,1.9075,2.1084,2.2418
5.1,0.04,0.48199,0.93778,1.3439,1.6884,1.9614,2.1661,2.3013
5.25,0.04,0.4963,0.96521,1.3823,1.7354,2.0143,2.2228,2.3596
5.4,0.04,0.51041,0.99226,1.4202,1.7816,2.0664,2.2785,2.417
5.55,0.04,0.52433,1.0189,1.4575,1.8271,2.1176,2.3332,2.4733
5.7,0.04,0.53806,1.0452,1.4942,1.8719,2.168,2.3871,2.5287
5.85,0.04,0.55162,1.0712,1.5305,1.9161,2.2176,2.4401,2.5832
6,0.04,0.565,1.0968,1.5662,1.9596,2.2665,2.4922,2.6368
6.15,0.04,0.57821,1.122,1.6015,2.0026,2.3147,2.5436,2.6896
6.3,0.04,0.59126,1.147,1.6363,2.0449,2.3621,2.5942,2.7415
6.45,0.04,0.60415,1.1716,1.6706,2.0866,2.4089,2.6441,2.7927
6.6,0.04,0.61688,1.1959,1.7045,2.1278,2.4551,2.6933,2.8432
6.75,0.04,0.62947,1.2199,1.738,2.1684,2.5006,2.7417,2.8929
6.9,0.04,0.6419,1.2437,1.771,2.2086,2.5455,2.7896,2.942
7.05,0.04,0.6542,1.2671,1.8037,2.2482,2.5899,2.8367,2.9904
7.2,0.04,0.66635,1.2903,1.8359,2.2873,2.6336,2.8833,3.0381
7.35,0.04,0.67837,1.3133,1.8678,2.326,2.6769,2.9293,3.0853
7.5,0.04,0.69026,1.3359,1.8993,2.3642,2.7196,2.9747,3.1318
7.65,0.04,0.70203,1.3584,1.9305,2.4019,2.7618,3.0196,3.1778
7.8,0.04,0.71366,1.3805,1.9613,2.4392,2.8035,3.0639,3.2232
7.95,0.04,0.72518,1.4025,1.9918,2.4761,2.8447,3.1077,3.2681
8.1,0.04,0.73658,1.4242,2.0219,2.5126,2.8855,3.151,3.3124
8.25,0.04,0.74786,1.4457,2.0518,2.5487,2.9258,3.1938,3.3563
8.4,0.04,0.75903,1.4669,2.0813,2.5844,2.9656,3.2362,3.3996
8.55,0.04,0.77009,1.488,2.1105,2.6198,3.0051,3.2781,3.4425
8.7,0.04,0.78105,1.5089,2.1394,2.6548,3.0441,3.3195,3.485
8.85,0.04,0.7919,1.5295,2.1681,2.6894,3.0827,3.3605,3.5269
9,0.04,0.80265,1.55,2.1964,2.7237,3.121,3.4011,3.5685
9.15,0.04,0.8133,1.5702,2.2245,2.7576,3.1588,3.4413,3.6096
9.3,0.04,0.82385,1.5903,2.2523,2.7912,3.1963,3.481,3.6503
9.45,0.04,0.83431,1.6102,2.2799,2.8245,3.2334,3.5204,3.6906
9.6,0.04,0.84467,1.6299,2.3072,2.8575,3.2702,3.5594,3.7306
9.75,0.04,0.85495,1.6494,2.3343,2.8902,3.3066,3.5981,3.7701
9.9,0.04,0.86513,1.6688,2.3611,2.9225,3.3427,3.6364,3.8093
10.05,0.04,0.87523,1.688,2.3877,2.9546,3.3785,3.6743,3.8481
10.2,0.04,0.88525,1.707,2.414,2.9865,3.4139,3.7119,3.8866
10.35,0.04,0.89518,1.7259,2.4402,3.018,3.449,3.7492,3.9247
10.5,0.04,0.90503,1.7446,2.4661,3.0493,3.4839,3.7861,3.9625
10.65,0.04,0.9148,1.7632,2.4918,3.0803,3.5184,3.8227,4
10.8,0.04,0.9245,1.7816,2.5173,3.111,3.5527,3.8591,4.0372
10.95,0.04,0.93411,1.7999,2.5426,3.1415,3.5866,3.8951,4.074
11.1,0.04,0.94366,1.818,2.5676,3.1718,3.6203,3.9308,4.1106
11.25,0.04,0.95313,1.836,2.5925,3.2018,3.6537,3.9662,4.1468
11.4,0.04,0.96253,1.8539,2.6172,3.2315,3.6869,4.0014,4.1828
11.55,0.04,0.97185,1.8716,2.6417,3.2611,3.7198,4.0363,4.2185
11.7,0.04,0.98111,1.8892,2.666,3.2904,3.7524,4.0709,4.2539
11.85,0.04,0.99031,1.9066,2.6902,3.3195,3.7848,4.1052,4.289
12,0.04,0.99943,1.9239,2.7141,3.3484,3.817,4.1393,4.3239
12.15,0.04,1.0085,1.9412,2.7379,3.377,3.8489,4.1731,4.3585
12.3,0.04,1.0175,1.9582,2.7615,3.4055,3.8806,4.2067,4.3928
12.45,0.04,1.0264,1.9752,2.785,3.4338,3.912,4.2401,4.427
12.6,0.04,1.0353,1.992,2.8083,3.4618,3.9432,4.2732,4.4608
12.75,0.04,1.0441,2.0088,2.8314,3.4897,3.9743,4.306,4.4945
12.9,0.04,1.0529,2.0254,2.8543,3.5174,4.005,4.3387,4.5279
13.05,0.04,1.0616,2.0419,2.8771,3.5448,4.0356,4.3711,4.561
13.2,0.04,1.0702,2.0583,2.8998,3.5721,4.066,4.4033,4.594
13.35,0.04,1.0788,2.0746,2.9223,3.5993,4.0962,4.4353,4.6267
13.5,0.04,1.0873,2.0908,2.9447,3.6262,4.1262,4.4671,4.6592
13.65,0.04,1.0958,2.1068,2.9669,3.653,4.1559,4.4986,4.6915
13.8,0.04,1.1042,2.1228,2.989,3.6795,4.1855,4.53,4.7236
13.95,0.04,1.1126,2.1387,3.0109,3.706,4.2149,4.5612,4.7555
14.1,0.04,1.1209,2.1545,3.0327,3.7322,4.2442,4.5921,4.7872
14.25,0.04,1.1292,2.1701,3.0543,3.7583,4.2732,4.6229,4.8187
14.4,0.04,1.1374,2.1857,3.0759,3.7843,4.302,4.6535,4.85
14.55,0.04,1.1455,2.2012,3.0973,3.81,4.3307,4.6839,4.8811
14.7,0.04,1.1537,2.2166,3.1186,3.8356,4.3592,4.7141,4.912
14.85,0.04,1.1617,2.2319,3.1397,3.8611,4.3876,4.7441,4.9427
15,0.04,1.1697,2.2472,3.1607,3.8864,4.4157,4.774,4.9733
0.15,0.05,0.069403,0.13678,0.20135,0.26047,0.31517,0.36227,0.40485
0.3,0.05,0.074539,0.14728,0.21737,0.28246,0.34309,0.39637,0.44462
0.45,0.05,0.067792,0.13411,0.19807,0.25786,0.31344,0.36269,0.40669
0.6,0.05,0.054234,0.10732,0.15842,0.20621,0.2503,0.28929,0.32334
0.75,0.05,0.036253,0.071718,0.10571,0.13742,0.16634,0.19168,0.21319
0.9,0.05,0.015239,0.030123,0.044319,0.057483,0.069335,0.07957,0.087991
1.05,0.05,0.007912,0.015623,0.022935,0.029666,0.035639,0.040711,0.044745
1.2,0.05,0.032584,0.06426,0.094107,0.12135,0.14517,0.16502,0.18027
1.35,0.05,0.058336,0.11489,0.16782,0.21571,0.25693,0.29064,0.31562
1.5,0.05,0.084847,0.16685,0.2431,0.31142,0.36935,0.41581,0.44902
1.65,0.05,0.11187,0.21967,0.31921,0.40756,0.48136,0.53939,0.57943
1.8,0.05,0.13923,0.27297,0.39563,0.50347,0.59224,0.6607,0.70628
1.95,0.05,0.16678,0.32648,0.47196,0.59868,0.7015,0.77933,0.82932
2.1,0.05,0.19442,0.37998,0.54793,0.69285,0.80886,0.89505,0.94848
2.25,0.05,0.22205,0.43332,0.62331,0.78578,0.91411,1.0078,1.0638
2.4,0.05,0.24961,0.48637,0.69795,0.8773,1.0172,1.1175,1.1754
2.55,0.05,0.27705,0.53905,0.77175,0.96733,1.118,1.2242,1.2834
2.7,0.05,0.30432,0.59127,0.84462,1.0558,1.2166,1.3281,1.3881
2.85,0.05,0.33141,0.64299,0.91651,1.1427,1.313,1.4292,1.4895
3,0.05,0.35828,0.69417,0.98738,1.228,1.4072,1.5276,1.5879
3.15,0.05,0.38491,0.74478,1.0572,1.3117,1.4993,1.6235,1.6834
3.3,0.05,0.4113,0.7948,1.126,1.3939,1.5894,1.7169,1.7763
3.45,0.05,0.43742,0.84422,1.1938,1.4746,1.6775,1.8081,1.8666
3.6,0.05,0.46328,0.89303,1.2606,1.5537,1.7637,1.897,1.9545
3.75,0.05,0.48887,0.94124,1.3263,1.6315,1.8481,1.9838,2.0401
3.9,0.05,0.51418,0.98884,1.391,1.7078,1.9307,2.0686,2.1236
4.05,0.05,0.53922,1.0358,1.4547,1.7828,2.0117,2.1515,2.2052
4.2,0.05,0.56398,1.0822,1.5175,1.8564,2.0911,2.2327,2.2848
4.35,0.05,0.58847,1.128,1.5794,1.9288,2.1689,2.3121,2.3626
4.5,0.05,0.61269,1.1733,1.6403,1.9999,2.2453,2.3898,2.4387
4.65,0.05,0.63664,1.2179,1.7003,2.0699,2.3202,2.4661,2.5133
4.8,0.05,0.66032,1.262,1.7595,2.1387,2.3938,2.5408,2.5863
4.95,0.05,0.68373,1.3055,1.8178,2.2064,2.4661,2.6141,2.6578
5.1,0.05,0.70689,1.3485,1.8753,2.273,2.5371,2.6861,2.728
5.25,0.05,0.7298,1.391,1.932,2.3386,2.6069,2.7567,2.7968
5.4,0.05,0.75245,1.433,1.9879,2.4032,2.6756,2.8262,2.8644
5.55,0.05,0.77486,1.4744,2.043,2.4668,2.7431,2.8944,2.9308
5.7,0.05,0.79702,1.5154,2.0974,2.5295,2.8096,2.9615,2.9961
5.85,0.05,0.81895,1.5558,2.1512,2.5912,2.8751,3.0275,3.0602
6,0.05,0.84064,1.5958,2.2042,2.6521,2.9396,3.0925,3.1233
6.15,0.05,0.86211,1.6354,2.2565,2.7122,3.0031,3.1565,3.1855
6.3,0.05,0.88336,1.6745,2.3082,2.7714,3.0657,3.2195,3.2466
6.45,0.05,0.90438,1.7131,2.3592,2.8299,3.1274,3.2816,3.3068
6.6,0.05,0.92519,1.7514,2.4097,2.8876,3.1883,3.3427,3.3662
6.75,0.05,0.94579,1.7892,2.4595,2.9445,3.2483,3.4031,3.4247
6.9,0.05,0.96619,1.8266,2.5087,3.0007,3.3075,3.4626,3.4823
7.05,0.05,0.98638,1.8636,2.5574,3.0562,3.366,3.5213,3.5392
7.2,0.05,1.0064,1.9002,2.6055,3.1111,3.4237,3.5792,3.5953
7.35,0.05,1.0262,1.9365,2.6531,3.1653,3.4807,3.6364,3.6507
7.5,0.05,1.0458,1.9723,2.7002,3.2188,3.537,3.6928,3.7054
7.65,0.05,1.0652,2.0078,2.7467,3.2718,3.5926,3.7486,3.7594
7.8,0.05,1.0845,2.043,2.7927,3.3241,3.6476,3.8037,3.8127
7.95,0.05,1.1035,2.0778,2.8383,3.3759,3.7019,3.8581,3.8654
8.1,0.05,1.1224,2.1123,2.8834,3.4271,3.7556,3.9119,3.9175
8.25,0.05,1.1412,2.1464,2.928,3.4777,3.8087,3.9651,3.9689
8.4,0.05,1.1597,2.1802,2.9722,3.5278,3.8613,4.0177,4.0198
8.55,0.05,1.1781,2.2137,3.0159,3.5774,3.9132,4.0697,4.0702
8.7,0.05,1.1964,2.2469,3.0593,3.6264,3.9647,4.1211,4.1199
8.85,0.05,1.2144,2.2798,3.1021,3.675,4.0155,4.1721,4.1692
9,0.05,1.2324,2.3124,3.1446,3.7231,4.0659,4.2224,4.2179
9.15,0.05,1.2501,2.3448,3.1867,3.7707,4.1158,4.2723,4.2662
9.3,0.05,1.2678,2.3768,3.2284,3.8179,4.1651,4.3217,4.3139
9.45,0.05,1.2853,2.4085,3.2697,3.8646,4.214,4.3706,4.3612
9.6,0.05,1.3026,2.44,3.3107,3.9109,4.2624,4.419,4.408
9.75,0.05,1.3198,2.4712,3.3513,3.9567,4.3104,4.4669,4.4544
9.9,0.05,1.3369,2.5022,3.3915,4.0022,4.3579,4.5144,4.5003
10.05,0.05,1.3538,2.5329,3.4314,4.0472,4.405,4.5615,4.5458
10.2,0.05,1.3706,2.5633,3.471,4.0918,4.4516,4.6082,4.5909
10.35,0.05,1.3873,2.5936,3.5102,4.1361,4.4979,4.6544,4.6356
10.5,0.05,1.4038,2.6235,3.5491,4.18,4.5437,4.7002,4.68
10.65,0.05,1.4202,2.6533,3.5877,4.2235,4.5892,4.7456,4.7239
10.8,0.05,1.4365,2.6828,3.6259,4.2666,4.6343,4.7907,4.7674
10.95,0.05,1.4527,2.7121,3.6639,4.3094,4.679,4.8353,4.8106
11.1,0.05,1.4688,2.7411,3.7016,4.3518,4.7233,4.8796,4.8534
11.25,0.05,1.4847,2.77,3.7389,4.3939,4.7673,4.9236,4.8959
11.4,0.05,1.5006,2.7986,3.776,4.4357,4.8109,4.9672,4.9381
11.55,0.05,1.5163,2.827,3.8128,4.4772,4.8542,5.0104,4.9799
11.7,0.05,1.5319,2.8552,3.8494,4.5183,4.8971,5.0533,5.0214
11.85,0.05,1.5474,2.8833,3.8856,4.5591,4.9398,5.0959,5.0625
12,0.05,1.5628,2.9111,3.9216,4.5997,4.9821,5.1381,5.1034
12.15,0.05,1.5781,2.9387,3.9574,4.6399,5.024,5.1801,5.1439
12.3,0.05,1.5933,2.9661,3.9928,4.6798,5.0657,5.2217,5.1842
12.45,0.05,1.6084,2.9934,4.0281,4.7195,5.1071,5.263,5.2242
12.6,0.05,1.6234,3.0205,4.0631,4.7588,5.1482,5.304,5.2638
12.75,0.05,1.6383,3.0473,4.0978,4.7979,5.1889,5.3448,5.3032
12.9,0.05,1.6531,3.074,4.1323,4.8367,5.2294,5.3852,5.3424
13.05,0.05,1.6678,3.1006,4.1666,4.8753,5.2697,5.4254,5.3812
13.2,0.05,1.6824,3.1269,4.2007,4.9136,5.3096,5.4653,5.4198
13.35,0.05,1.6969,3.1531,4.2345,4.9516,5.3493,5.5049,5.4581
13.5,0.05,1.7114,3.1792,4.2681,4.9894,5.3887,5.5443,5.4962
13.65,0.05,1.7257,3.205,4.3015,5.0269,5.4279,5.5834,5.534
13.8,0.05,1.74,3.2307,4.3347,5.0642,5.4668,5.6223,5.5716
13.95,0.05,1.7542,3.2563,4.3677,5.1013,5.5054,5.6609,5.609
14.1,0.05,1.7682,3.2817,4.4005,5.1381,5.5438,5.6993,5.6461
14.25,0.05,1.7823,3.3069,4.433,5.1747,5.582,5.7374,5.683
14.4,0.05,1.7962,3.332,4.4654,5.211,5.6199,5.7753,5.7196
14.55,0.05,1.81,3.3569,4.4976,5.2472,5.6576,5.8129,5.756
14.7,0.05,1.8238,3.3817,4.5296,5.2831,5.6951,5.8504,5.7922
14.85,0.05,1.8375,3.4064,4.5614,5.3188,5.7323,5.8876,5.8282
15,0.05,1.8511,3.4309,4.593,5.3543,5.7694,5.9246,5.864
0.15,0.06,0.081909,0.16122,0.23626,0.30461,0.36624,0.41932,0.46519
0.3,0.06,0.086985,0.17131,0.25134,0.32419,0.3899,0.44559,0.49316
0.45,0.06,0.07923,0.15612,0.22902,0.2954,0.3548,0.40467,0.44595
0.6,0.06,0.063731,0.12556,0.18397,0.23698,0.28378,0.32245,0.35304
0.75,0.06,0.042895,0.084451,0.12349,0.15868,0.1892,0.21387,0.2323
0.9,0.06,0.018164,0.035718,0.052093,0.066721,0.079146,0.088912,0.09574
1.05,0.06,0.0095005,0.018654,0.027124,0.034606,0.04082,0.045551,0.048618
1.2,0.06,0.03941,0.077247,0.11195,0.14222,0.16677,0.18483,0.19557
1.35,0.06,0.071055,0.139,0.20074,0.25387,0.29594,0.32576,0.34186
1.5,0.06,0.10405,0.20312,0.29226,0.36791,0.42636,0.46623,0.48552
1.65,0.06,0.13808,0.26896,0.38557,0.48312,0.55668,0.6049,0.62542
1.8,0.06,0.17291,0.33605,0.47996,0.59861,0.68596,0.74091,0.76099
1.95,0.06,0.20834,0.404,0.57486,0.71373,0.81354,0.87376,0.892
2.1,0.06,0.24422,0.47248,0.66986,0.828,0.93901,1.0032,1.0184
2.25,0.06,0.28042,0.54127,0.76462,0.94106,1.0621,1.1291,1.1404
2.4,0.06,0.31684,0.61015,0.8589,1.0527,1.1827,1.2514,1.258
2.55,0.06,0.35338,0.67898,0.95248,1.1627,1.3006,1.3703,1.3715
2.7,0.06,0.38997,0.7476,1.0452,1.271,1.416,1.4858,1.4812
2.85,0.06,0.42656,0.81594,1.1371,1.3775,1.5287,1.598,1.5872
3,0.06,0.4631,0.8839,1.2279,1.4822,1.6389,1.7071,1.6899
3.15,0.06,0.49953,0.95141,1.3176,1.585,1.7465,1.8132,1.7893
3.3,0.06,0.53584,1.0184,1.4062,1.686,1.8517,1.9165,1.8857
3.45,0.06,0.57199,1.0849,1.4936,1.7853,1.9546,2.0172,1.9793
3.6,0.06,0.60795,1.1508,1.5799,1.8827,2.0553,2.1152,2.0703
3.75,0.06,0.64372,1.2161,1.6651,1.9784,2.1537,2.2109,2.1589
3.9,0.06,0.67926,1.2808,1.7491,2.0724,2.2501,2.3042,2.2451
4.05,0.06,0.71457,1.3449,1.8319,2.1648,2.3445,2.3954,2.3291
4.2,0.06,0.74964,1.4083,1.9136,2.2555,2.4369,2.4845,2.4111
4.35,0.06,0.78446,1.4711,1.9942,2.3447,2.5275,2.5717,2.4911
4.5,0.06,0.81902,1.5332,2.0736,2.4324,2.6164,2.657,2.5694
4.65,0.06,0.85332,1.5948,2.152,2.5186,2.7036,2.7405,2.6459
4.8,0.06,0.88736,1.6556,2.2294,2.6034,2.7891,2.8223,2.7207
4.95,0.06,0.92112,1.7159,2.3056,2.6868,2.8731,2.9026,2.7941
5.1,0.06,0.95462,1.7755,2.3809,2.769,2.9556,2.9813,2.8659
5.25,0.06,0.98785,1.8345,2.4552,2.8498,3.0367,3.0585,2.9364
5.4,0.06,1.0208,1.8928,2.5285,2.9294,3.1164,3.1344,3.0055
5.55,0.06,1.0535,1.9506,2.6009,3.0078,3.1948,3.2089,3.0734
5.7,0.06,1.0859,2.0078,2.6723,3.0851,3.2719,3.2821,3.1401
5.85,0.06,1.118,2.0644,2.7429,3.1612,3.3478,3.3542,3.2056
6,0.06,1.1499,2.1204,2.8125,3.2362,3.4225,3.425,3.27
6.15,0.06,1.1815,2.1758,2.8814,3.3102,3.4961,3.4947,3.3334
6.3,0.06,1.2129,2.2307,2.9493,3.3832,3.5687,3.5634,3.3958
6.45,0.06,1.244,2.285,3.0165,3.4552,3.6401,3.631,3.4572
6.6,0.06,1.2748,2.3388,3.0829,3.5263,3.7106,3.6976,3.5177
6.75,0.06,1.3054,2.392,3.1485,3.5964,3.7801,3.7633,3.5773
6.9,0.06,1.3358,2.4448,3.2134,3.6656,3.8486,3.8281,3.636
7.05,0.06,1.3658,2.497,3.2775,3.734,3.9163,3.8919,3.6939
7.2,0.06,1.3957,2.5487,3.3409,3.8015,3.983,3.9549,3.7511
7.35,0.06,1.4253,2.6,3.4037,3.8683,4.0489,4.0171,3.8075
7.5,0.06,1.4547,2.6507,3.4657,3.9342,4.114,4.0785,3.8631
7.65,0.06,1.4838,2.701,3.5271,3.9994,4.1783,4.1391,3.918
7.8,0.06,1.5127,2.7508,3.5878,4.0638,4.2418,4.199,3.9723
7.95,0.06,1.5414,2.8002,3.648,4.1275,4.3046,4.2581,4.0259
8.1,0.06,1.5698,2.8491,3.7075,4.1904,4.3666,4.3166,4.0788
8.25,0.06,1.5981,2.8976,3.7664,4.2527,4.428,4.3743,4.1312
8.4,0.06,1.6261,2.9457,3.8247,4.3144,4.4886,4.4314,4.1829
8.55,0.06,1.6539,2.9933,3.8824,4.3753,4.5486,4.4879,4.2341
8.7,0.06,1.6815,3.0406,3.9396,4.4357,4.608,4.5438,4.2847
8.85,0.06,1.7089,3.0874,3.9963,4.4954,4.6667,4.5991,4.3347
9,0.06,1.7361,3.1339,4.0524,4.5546,4.7248,4.6538,4.3843
9.15,0.06,1.763,3.1799,4.108,4.6131,4.7824,4.7079,4.4333
9.3,0.06,1.7898,3.2256,4.1631,4.6711,4.8393,4.7615,4.4818
9.45,0.06,1.8164,3.2709,4.2176,4.7286,4.8957,4.8145,4.5299
9.6,0.06,1.8428,3.3158,4.2718,4.7854,4.9516,4.867,4.5774
9.75,0.06,1.869,3.3604,4.3254,4.8418,5.0069,4.9191,4.6245
9.9,0.06,1.8951,3.4046,4.3786,4.8977,5.0617,4.9706,4.6712
10.05,0.06,1.9209,3.4485,4.4313,4.953,5.116,5.0217,4.7174
10.2,0.06,1.9466,3.4921,4.4835,5.0079,5.1698,5.0722,4.7633
10.35,0.06,1.972,3.5353,4.5354,5.0622,5.2231,5.1224,4.8087
10.5,0.06,1.9974,3.5781,4.5868,5.1161,5.276,5.1721,4.8537
10.65,0.06,2.0225,3.6207,4.6378,5.1696,5.3284,5.2213,4.8983
10.8,0.06,2.0475,3.663,4.6884,5.2226,5.3804,5.2702,4.9425
10.95,0.06,2.0723,3.7049,4.7385,5.2752,5.4319,5.3186,4.9864
11.1,0.06,2.0969,3.7465,4.7883,5.3273,5.483,5.3666,5.0298
11.25,0.06,2.1214,3.7879,4.8377,5.379,5.5336,5.4143,5.073
11.4,0.06,2.1457,3.8289,4.8868,5.4303,5.5839,5.4615,5.1158
11.55,0.06,2.1699,3.8697,4.9354,5.4812,5.6338,5.5084,5.1582
11.7,0.06,2.1939,3.9101,4.9837,5.5318,5.6833,5.5549,5.2004
11.85,0.06,2.2177,3.9503,5.0317,5.5819,5.7324,5.601,5.2422
12,0.06,2.2414,3.9902,5.0793,5.6316,5.7811,5.6468,5.2836
12.15,0.06,2.265,4.0299,5.1265,5.681,5.8295,5.6923,5.3248
12.3,0.06,2.2884,4.0693,5.1734,5.73,5.8775,5.7374,5.3657
12.45,0.06,2.3117,4.1084,5.22,5.7787,5.9251,5.7822,5.4063
12.6,0.06,2.3348,4.1473,5.2663,5.827,5.9724,5.8267,5.4466
12.75,0.06,2.3578,4.1859,5.3122,5.875,6.0194,5.8708,5.4866
12.9,0.06,2.3807,4.2243,5.3579,5.9227,6.066,5.9147,5.5263
13.05,0.06,2.4034,4.2624,5.4032,5.97,6.1124,5.9582,5.5657
13.2,0.06,2.426,4.3003,5.4482,6.017,6.1584,6.0014,5.6049
13.35,0.06,2.4484,4.3379,5.493,6.0636,6.204,6.0444,5.6438
13.5,0.06,2.4707,4.3754,5.5374,6.11,6.2494,6.087,5.6825
13.65,0.06,2.4929,4.4125,5.5816,6.1561,6.2945,6.1294,5.7209
13.8,0.06,2.515,4.4495,5.6254,6.2018,6.3393,6.1715,5.7591
13.95,0.06,2.537,4.4863,5.669,6.2473,6.3838,6.2134,5.797
14.1,0.06,2.5588,4.5228,5.7124,6.2925,6.428,6.2549,5.8347
14.25,0.06,2.5805,4.5591,5.7554,6.3374,6.472,6.2963,5.8721
14.4,0.06,2.6021,4.5952,5.7982,6.382,6.5156,6.3373,5.9093
14.55,0.06,2.6235,4.6311,5.8408,6.4264,6.559,6.3781,5.9463
14.7,0.06,2.6449,4.6668,5.8831,6.4704,6.6022,6.4187,5.9831
14.85,0.06,2.6661,4.7023,5.9251,6.5142,6.6451,6.459,6.0196
15,0.06,2.6873,4.7376,5.9669,6.5578,6.6877,6.4991,6.056
0.15,0.07,0.096231,0.18927,0.27625,0.3555,0.42531,0.48633,0.53701
0.3,0.07,0.1011,0.1986,0.2897,0.37142,0.44266,0.50157,0.54845
0.45,0.07,0.091705,0.18001,0.26221,0.33518,0.39764,0.44714,0.48384
0.6,0.07,0.073739,0.1446,0.21013,0.26765,0.31568,0.35204,0.37637
0.75,0.07,0.049708,0.097336,0.14101,0.17883,0.20947,0.23146,0.24424
0.9,0.07,0.021103,0.041247,0.059536,0.075121,0.087328,0.095561,0.099489
1.05,0.07,0.011072,0.021595,0.031041,0.038949,0.04492,0.048669,0.050005
1.2,0.07,0.046086,0.089666,0.12832,0.16006,0.18311,0.19645,0.19931
1.35,0.07,0.083386,0.16181,0.23047,0.28573,0.32427,0.34462,0.34552
1.5,0.07,0.12254,0.23711,0.33611,0.41413,0.46632,0.49111,0.48701
1.65,0.07,0.1632,0.31486,0.44413,0.54387,0.6078,0.63466,0.62302
1.8,0.07,0.20508,0.39447,0.55369,0.67393,0.74771,0.77451,0.75329
1.95,0.07,0.24796,0.47547,0.66412,0.80354,0.8854,0.91029,0.87785
2.1,0.07,0.29165,0.55748,0.77489,0.93216,1.0204,1.0418,0.9969
2.25,0.07,0.33597,0.64018,0.88559,1.0594,1.1526,1.1691,1.1108
2.4,0.07,0.3808,0.72332,0.99591,1.1849,1.2817,1.2923,1.2197
2.55,0.07,0.42602,0.80667,1.1056,1.3086,1.4077,1.4114,1.3242
2.7,0.07,0.47153,0.89007,1.2144,1.4302,1.5306,1.5267,1.4244
2.85,0.07,0.51725,0.97337,1.3223,1.5498,1.6506,1.6383,1.5207
3,0.07,0.56311,1.0564,1.429,1.6672,1.7675,1.7464,1.6135
3.15,0.07,0.60905,1.1392,1.5346,1.7826,1.8816,1.8513,1.7029
3.3,0.07,0.65501,1.2215,1.639,1.8957,1.993,1.9532,1.7893
3.45,0.07,0.70094,1.3034,1.742,2.0068,2.1017,2.0521,1.8728
3.6,0.07,0.74682,1.3848,1.8438,2.1159,2.2078,2.1483,1.9537
3.75,0.07,0.7926,1.4656,1.9442,2.2229,2.3115,2.2419,2.0321
3.9,0.07,0.83826,1.5457,2.0433,2.3279,2.4129,2.3331,2.1082
4.05,0.07,0.88377,1.6253,2.1411,2.4311,2.5121,2.4221,2.1822
4.2,0.07,0.92912,1.7042,2.2376,2.5324,2.6091,2.5088,2.2542
4.35,0.07,0.97427,1.7824,2.3328,2.6319,2.7042,2.5936,2.3244
4.5,0.07,1.0192,1.86,2.4267,2.7296,2.7972,2.6764,2.3928
4.65,0.07,1.064,1.9368,2.5194,2.8257,2.8885,2.7573,2.4596
4.8,0.07,1.1085,2.013,2.6108,2.9202,2.9779,2.8366,2.5248
4.95,0.07,1.1527,2.0885,2.701,3.013,3.0657,2.9142,2.5885
5.1,0.07,1.1967,2.1632,2.79,3.1044,3.1518,2.9903,2.6509
5.25,0.07,1.2405,2.2373,2.8778,3.1943,3.2364,3.0648,2.712
5.4,0.07,1.284,2.3107,2.9645,3.2828,3.3196,3.138,2.7719
5.55,0.07,1.3273,2.3834,3.0501,3.3699,3.4012,3.2098,2.8306
5.7,0.07,1.3702,2.4554,3.1346,3.4557,3.4816,3.2804,2.8882
5.85,0.07,1.413,2.5267,3.218,3.5402,3.5606,3.3497,2.9448
6,0.07,1.4554,2.5974,3.3004,3.6235,3.6383,3.4178,3.0003
6.15,0.07,1.4976,2.6674,3.3818,3.7056,3.7149,3.4848,3.0549
6.3,0.07,1.5395,2.7368,3.4622,3.7866,3.7903,3.5508,3.1086
6.45,0.07,1.5811,2.8055,3.5417,3.8664,3.8645,3.6157,3.1615
6.6,0.07,1.6224,2.8736,3.6202,3.9451,3.9377,3.6797,3.2134
6.75,0.07,1.6635,2.9411,3.6978,4.0228,4.0098,3.7427,3.2646
6.9,0.07,1.7043,3.0079,3.7746,4.0995,4.081,3.8048,3.3151
7.05,0.07,1.7449,3.0742,3.8504,4.1753,4.1512,3.866,3.3648
7.2,0.07,1.7851,3.1398,3.9254,4.25,4.2204,3.9263,3.4138
7.35,0.07,1.8251,3.2049,3.9996,4.3239,4.2888,3.9859,3.4621
7.5,0.07,1.8649,3.2694,4.073,4.3968,4.3562,4.0447,3.5098
